date,source,medium,campaign,device_category,sessions,page_views,conversions,revenue,session_duration,new_users,cvr_per_session,cvr_per_pageview,arpu,avg_session_duration,avg_pages_per_session,new_user_rate
2023-06-01,Referral,Direct,Summer Sale,Mobile,4,21,5,558,1574,4,1.2500,0.2381,139.5000,393.5000,5.2500,1.0000
2023-06-01,Referral,Direct,Summer Sale,Tablet,4,23,9,963,953,4,2.2500,0.3913,240.7500,238.2500,5.7500,1.0000
2023-06-01,Referral,Direct,Winter Campaign,Desktop,4,23,6,584,944,2,1.5000,0.2609,146.0000,236.0000,5.7500,0.5000
2023-06-01,Referral,Direct,Winter Campaign,Mobile,2,14,3,441,611,0,1.5000,0.2143,220.5000,305.5000,7.0000,0.0000
2023-06-01,Referral,Direct,Winter Campaign,Tablet,2,11,1,56,787,0,0.5000,0.0909,28.0000,393.5000,5.5000,0.0000
2023-06-01,Referral,Direct,,Desktop,2,11,4,497,713,2,2.0000,0.3636,248.5000,356.5000,5.5000,1.0000
2023-06-01,Referral,Direct,,Mobile,1,4,0,0,469,0,0.0000,0.0000,0.0000,469.0000,4.0000,0.0000
2023-06-01,Referral,Direct,,Tablet,1,7,1,121,444,0,1.0000,0.1429,121.0000,444.0000,7.0000,0.0000
2023-06-01,Referral,Organic Search,Spring Promo,Mobile,3,19,5,558,1318,2,1.6667,0.2632,186.0000,439.3333,6.3333,0.6667
2023-06-01,Referral,Organic Search,Spring Promo,Tablet,2,14,3,262,537,1,1.5000,0.2143,131.0000,268.5000,7.0000,0.5000
2023-06-01,Referral,Organic Search,Summer Sale,Desktop,1,8,1,76,560,0,1.0000,0.1250,76.0000,560.0000,8.0000,0.0000
2023-06-01,Referral,Organic Search,Summer Sale,Mobile,2,17,6,726,883,0,3.0000,0.3529,363.0000,441.5000,8.5000,0.0000
2023-06-01,Referral,Organic Search,Summer Sale,Tablet,1,3,2,168,215,0,2.0000,0.6667,168.0000,215.0000,3.0000,0.0000
2023-06-01,Referral,Organic Search,Winter Campaign,Desktop,4,26,7,897,641,2,1.7500,0.2692,224.2500,160.2500,6.5000,0.5000
2023-06-01,Referral,Organic Search,Winter Campaign,Mobile,1,10,2,296,100,1,2.0000,0.2000,296.0000,100.0000,10.0000,1.0000
2023-06-01,Referral,Organic Search,Winter Campaign,Tablet,1,10,2,246,415,0,2.0000,0.2000,246.0000,415.0000,10.0000,0.0000
2023-06-01,Referral,Organic Search,,Desktop,4,30,9,864,1454,0,2.2500,0.3000,216.0000,363.5000,7.5000,0.0000
2023-06-01,Referral,Organic Search,,Tablet,4,18,5,520,1253,4,1.2500,0.2778,130.0000,313.2500,4.5000,1.0000
2023-06-01,Referral,Referral,Spring Promo,Desktop,2,12,3,213,489,1,1.5000,0.2500,106.5000,244.5000,6.0000,0.5000
2023-06-01,Referral,Referral,Spring Promo,Mobile,2,12,3,369,837,1,1.5000,0.2500,184.5000,418.5000,6.0000,0.5000
2023-06-01,Referral,Referral,Summer Sale,Desktop,2,9,4,413,638,2,2.0000,0.4444,206.5000,319.0000,4.5000,1.0000
2023-06-01,Referral,Referral,Summer Sale,Mobile,3,14,5,401,595,3,1.6667,0.3571,133.6667,198.3333,4.6667,1.0000
2023-06-01,Referral,Referral,Summer Sale,Tablet,3,15,2,270,749,2,0.6667,0.1333,90.0000,249.6667,5.0000,0.6667
2023-06-01,Referral,Referral,Winter Campaign,Desktop,4,25,9,771,1670,2,2.2500,0.3600,192.7500,417.5000,6.2500,0.5000
2023-06-01,Referral,Referral,Winter Campaign,Mobile,2,12,6,411,399,1,3.0000,0.5000,205.5000,199.5000,6.0000,0.5000
2023-06-01,Referral,Referral,Winter Campaign,Tablet,1,6,3,345,74,1,3.0000,0.5000,345.0000,74.0000,6.0000,1.0000
2023-06-01,Referral,Referral,,Desktop,3,15,6,741,1405,3,2.0000,0.4000,247.0000,468.3333,5.0000,1.0000
2023-06-01,Referral,Referral,,Mobile,3,11,6,706,994,1,2.0000,0.5455,235.3333,331.3333,3.6667,0.3333
2023-06-01,Referral,Referral,,Tablet,1,5,2,136,451,1,2.0000,0.4000,136.0000,451.0000,5.0000,1.0000
2023-06-01,Referral,Social Media,Spring Promo,Desktop,1,1,2,220,416,1,2.0000,2.0000,220.0000,416.0000,1.0000,1.0000
2023-06-01,Referral,Social Media,Summer Sale,Desktop,1,6,0,0,337,0,0.0000,0.0000,0.0000,337.0000,6.0000,0.0000
2023-06-01,Referral,Social Media,Summer Sale,Tablet,1,1,0,0,448,0,0.0000,0.0000,0.0000,448.0000,1.0000,0.0000
2023-06-01,Referral,Social Media,Winter Campaign,Desktop,1,6,2,200,385,1,2.0000,0.3333,200.0000,385.0000,6.0000,1.0000
2023-06-01,Referral,Social Media,Winter Campaign,Mobile,1,2,2,268,507,0,2.0000,1.0000,268.0000,507.0000,2.0000,0.0000
2023-06-01,Referral,Social Media,Winter Campaign,Tablet,1,3,3,402,413,1,3.0000,1.0000,402.0000,413.0000,3.0000,1.0000
2023-06-01,Referral,Social Media,,Desktop,1,7,1,98,241,1,1.0000,0.1429,98.0000,241.0000,7.0000,1.0000
2023-06-01,Referral,Social Media,,Mobile,2,16,6,393,219,2,3.0000,0.3750,196.5000,109.5000,8.0000,1.0000
2023-06-01,Social,Direct,Spring Promo,Desktop,1,2,3,183,82,0,3.0000,1.5000,183.0000,82.0000,2.0000,0.0000
2023-06-01,Social,Direct,Spring Promo,Mobile,1,4,2,216,402,0,2.0000,0.5000,216.0000,402.0000,4.0000,0.0000
2023-06-01,Social,Direct,Spring Promo,Tablet,2,7,6,534,978,2,3.0000,0.8571,267.0000,489.0000,3.5000,1.0000
2023-06-01,Social,Direct,Summer Sale,Desktop,2,8,4,298,820,2,2.0000,0.5000,149.0000,410.0000,4.0000,1.0000
2023-06-01,Social,Direct,Summer Sale,Mobile,2,9,4,316,501,1,2.0000,0.4444,158.0000,250.5000,4.5000,0.5000
2023-06-01,Social,Direct,Summer Sale,Tablet,3,23,6,556,1108,1,2.0000,0.2609,185.3333,369.3333,7.6667,0.3333
2023-06-01,Social,Direct,Winter Campaign,Desktop,2,11,2,260,417,0,1.0000,0.1818,130.0000,208.5000,5.5000,0.0000
2023-06-01,Social,Direct,Winter Campaign,Mobile,1,4,1,67,415,0,1.0000,0.2500,67.0000,415.0000,4.0000,0.0000
2023-06-01,Social,Direct,Winter Campaign,Tablet,1,6,3,183,399,0,3.0000,0.5000,183.0000,399.0000,6.0000,0.0000
2023-06-01,Social,Direct,,Desktop,2,16,0,0,803,2,0.0000,0.0000,0.0000,401.5000,8.0000,1.0000
2023-06-01,Social,Direct,,Mobile,2,4,3,411,847,2,1.5000,0.7500,205.5000,423.5000,2.0000,1.0000
2023-06-01,Social,Direct,,Tablet,1,3,2,192,219,0,2.0000,0.6667,192.0000,219.0000,3.0000,0.0000
2023-06-01,Social,Organic Search,Spring Promo,Desktop,1,10,2,214,310,0,2.0000,0.2000,214.0000,310.0000,10.0000,0.0000
2023-06-01,Social,Organic Search,Spring Promo,Mobile,1,9,0,0,211,1,0.0000,0.0000,0.0000,211.0000,9.0000,1.0000
2023-06-01,Social,Organic Search,Spring Promo,Tablet,1,10,0,0,416,0,0.0000,0.0000,0.0000,416.0000,10.0000,0.0000
2023-06-01,Social,Organic Search,Summer Sale,Desktop,2,8,2,240,653,1,1.0000,0.2500,120.0000,326.5000,4.0000,0.5000
2023-06-01,Social,Organic Search,Summer Sale,Mobile,1,5,3,375,569,1,3.0000,0.6000,375.0000,569.0000,5.0000,1.0000
2023-06-01,Social,Organic Search,Summer Sale,Tablet,2,10,0,0,403,2,0.0000,0.0000,0.0000,201.5000,5.0000,1.0000
2023-06-01,Social,Organic Search,Winter Campaign,Desktop,2,9,1,81,982,2,0.5000,0.1111,40.5000,491.0000,4.5000,1.0000
2023-06-01,Social,Organic Search,Winter Campaign,Mobile,2,2,4,583,834,1,2.0000,2.0000,291.5000,417.0000,1.0000,0.5000
2023-06-01,Social,Organic Search,Winter Campaign,Tablet,2,9,4,318,534,1,2.0000,0.4444,159.0000,267.0000,4.5000,0.5000
2023-06-01,Social,Organic Search,,Desktop,4,17,11,982,1033,2,2.7500,0.6471,245.5000,258.2500,4.2500,0.5000
2023-06-01,Social,Organic Search,,Mobile,2,14,2,236,625,2,1.0000,0.1429,118.0000,312.5000,7.0000,1.0000
2023-06-01,Social,Organic Search,,Tablet,2,14,3,171,408,2,1.5000,0.2143,85.5000,204.0000,7.0000,1.0000
2023-06-01,Social,Referral,Spring Promo,Desktop,2,13,3,334,363,1,1.5000,0.2308,167.0000,181.5000,6.5000,0.5000
2023-06-01,Social,Referral,Spring Promo,Mobile,1,4,2,122,517,1,2.0000,0.5000,122.0000,517.0000,4.0000,1.0000
2023-06-01,Social,Referral,Summer Sale,Desktop,1,2,2,152,487,0,2.0000,1.0000,152.0000,487.0000,2.0000,0.0000
2023-06-01,Social,Referral,Summer Sale,Mobile,1,3,3,402,197,0,3.0000,1.0000,402.0000,197.0000,3.0000,0.0000
2023-06-01,Social,Referral,Summer Sale,Tablet,3,19,6,490,892,3,2.0000,0.3158,163.3333,297.3333,6.3333,1.0000
2023-06-01,Social,Referral,Winter Campaign,Desktop,2,15,4,350,1049,2,2.0000,0.2667,175.0000,524.5000,7.5000,1.0000
2023-06-01,Social,Referral,Winter Campaign,Mobile,3,18,6,837,970,0,2.0000,0.3333,279.0000,323.3333,6.0000,0.0000
2023-06-01,Social,Referral,Winter Campaign,Tablet,1,10,1,119,465,0,1.0000,0.1000,119.0000,465.0000,10.0000,0.0000
2023-06-01,Social,Referral,,Desktop,3,11,3,359,811,2,1.0000,0.2727,119.6667,270.3333,3.6667,0.6667
2023-06-01,Social,Referral,,Tablet,3,17,8,974,1266,2,2.6667,0.4706,324.6667,422.0000,5.6667,0.6667
2023-06-01,Social,Social Media,Spring Promo,Desktop,2,14,6,627,619,2,3.0000,0.4286,313.5000,309.5000,7.0000,1.0000
2023-06-01,Social,Social Media,Summer Sale,Desktop,2,9,3,348,713,1,1.5000,0.3333,174.0000,356.5000,4.5000,0.5000
2023-06-01,Social,Social Media,Summer Sale,Mobile,2,13,1,100,812,1,0.5000,0.0769,50.0000,406.0000,6.5000,0.5000
2023-06-01,Social,Social Media,Summer Sale,Tablet,4,20,7,833,747,0,1.7500,0.3500,208.2500,186.7500,5.0000,0.0000
2023-06-01,Social,Social Media,Winter Campaign,Desktop,1,2,1,147,385,0,1.0000,0.5000,147.0000,385.0000,2.0000,0.0000
2023-06-01,Social,Social Media,Winter Campaign,Mobile,3,14,4,304,841,2,1.3333,0.2857,101.3333,280.3333,4.6667,0.6667
2023-06-01,Social,Social Media,Winter Campaign,Tablet,2,5,2,268,662,0,1.0000,0.4000,134.0000,331.0000,2.5000,0.0000
2023-06-01,Social,Social Media,,Desktop,1,7,1,63,474,0,1.0000,0.1429,63.0000,474.0000,7.0000,0.0000
2023-06-01,Social,Social Media,,Mobile,1,10,1,113,598,1,1.0000,0.1000,113.0000,598.0000,10.0000,1.0000
2023-06-01,Social,Social Media,,Tablet,3,9,3,210,1251,2,1.0000,0.3333,70.0000,417.0000,3.0000,0.6667
2023-06-02,Direct,Direct,Spring Promo,Desktop,2,11,2,253,844,0,1.0000,0.1818,126.5000,422.0000,5.5000,0.0000
2023-06-02,Direct,Direct,Spring Promo,Mobile,3,21,5,512,1437,2,1.6667,0.2381,170.6667,479.0000,7.0000,0.6667
2023-06-02,Direct,Direct,Spring Promo,Tablet,2,12,2,172,588,1,1.0000,0.1667,86.0000,294.0000,6.0000,0.5000
2023-06-02,Direct,Direct,Summer Sale,Desktop,2,8,4,268,669,1,2.0000,0.5000,134.0000,334.5000,4.0000,0.5000
2023-06-02,Direct,Direct,Summer Sale,Mobile,2,9,2,152,306,1,1.0000,0.2222,76.0000,153.0000,4.5000,0.5000
2023-06-02,Direct,Direct,Summer Sale,Tablet,1,1,1,62,196,1,1.0000,1.0000,62.0000,196.0000,1.0000,1.0000
2023-06-02,Direct,Direct,Winter Campaign,Mobile,1,1,0,0,547,1,0.0000,0.0000,0.0000,547.0000,1.0000,1.0000
2023-06-02,Direct,Direct,,Mobile,3,17,5,592,1770,1,1.6667,0.2941,197.3333,590.0000,5.6667,0.3333
2023-06-02,Direct,Direct,,Tablet,1,8,2,234,89,0,2.0000,0.2500,234.0000,89.0000,8.0000,0.0000
2023-06-02,Direct,Organic Search,Spring Promo,Mobile,2,13,3,272,678,2,1.5000,0.2308,136.0000,339.0000,6.5000,1.0000
2023-06-02,Direct,Organic Search,Spring Promo,Tablet,2,8,3,314,983,1,1.5000,0.3750,157.0000,491.5000,4.0000,0.5000
2023-06-02,Direct,Organic Search,Summer Sale,Desktop,1,1,0,0,462,0,0.0000,0.0000,0.0000,462.0000,1.0000,0.0000
2023-06-02,Direct,Organic Search,Summer Sale,Mobile,2,4,6,582,749,0,3.0000,1.5000,291.0000,374.5000,2.0000,0.0000
2023-06-02,Direct,Organic Search,Summer Sale,Tablet,1,9,2,266,423,0,2.0000,0.2222,266.0000,423.0000,9.0000,0.0000
2023-06-02,Direct,Organic Search,Winter Campaign,Desktop,4,22,2,198,1330,4,0.5000,0.0909,49.5000,332.5000,5.5000,1.0000
2023-06-02,Direct,Organic Search,Winter Campaign,Mobile,1,10,2,142,102,0,2.0000,0.2000,142.0000,102.0000,10.0000,0.0000
2023-06-02,Direct,Organic Search,Winter Campaign,Tablet,2,13,2,168,726,1,1.0000,0.1538,84.0000,363.0000,6.5000,0.5000
2023-06-02,Direct,Organic Search,,Desktop,1,3,2,144,441,1,2.0000,0.6667,144.0000,441.0000,3.0000,1.0000
2023-06-02,Direct,Organic Search,,Mobile,2,14,4,459,558,1,2.0000,0.2857,229.5000,279.0000,7.0000,0.5000
2023-06-02,Direct,Organic Search,,Tablet,2,8,2,156,313,0,1.0000,0.2500,78.0000,156.5000,4.0000,0.0000
2023-06-02,Direct,Referral,Spring Promo,Desktop,1,2,3,189,437,0,3.0000,1.5000,189.0000,437.0000,2.0000,0.0000
2023-06-02,Direct,Referral,Spring Promo,Mobile,1,8,1,137,420,1,1.0000,0.1250,137.0000,420.0000,8.0000,1.0000
2023-06-02,Direct,Referral,Spring Promo,Tablet,6,22,12,1413,2138,3,2.0000,0.5455,235.5000,356.3333,3.6667,0.5000
2023-06-02,Direct,Referral,Summer Sale,Desktop,1,10,0,0,382,0,0.0000,0.0000,0.0000,382.0000,10.0000,0.0000
2023-06-02,Direct,Referral,Summer Sale,Mobile,1,9,2,242,198,0,2.0000,0.2222,242.0000,198.0000,9.0000,0.0000
2023-06-02,Direct,Referral,Summer Sale,Tablet,1,7,0,0,526,0,0.0000,0.0000,0.0000,526.0000,7.0000,0.0000
2023-06-02,Direct,Referral,Winter Campaign,Mobile,4,19,10,866,1481,2,2.5000,0.5263,216.5000,370.2500,4.7500,0.5000
2023-06-02,Direct,Referral,,Desktop,1,9,3,282,362,1,3.0000,0.3333,282.0000,362.0000,9.0000,1.0000
2023-06-02,Direct,Referral,,Mobile,5,37,8,907,2313,3,1.6000,0.2162,181.4000,462.6000,7.4000,0.6000
2023-06-02,Direct,Social Media,Spring Promo,Desktop,2,7,3,261,650,1,1.5000,0.4286,130.5000,325.0000,3.5000,0.5000
2023-06-02,Direct,Social Media,Spring Promo,Mobile,2,17,5,563,597,1,2.5000,0.2941,281.5000,298.5000,8.5000,0.5000
2023-06-02,Direct,Social Media,Spring Promo,Tablet,2,7,0,0,721,1,0.0000,0.0000,0.0000,360.5000,3.5000,0.5000
2023-06-02,Direct,Social Media,Summer Sale,Desktop,2,16,2,290,658,1,1.0000,0.1250,145.0000,329.0000,8.0000,0.5000
2023-06-02,Direct,Social Media,Summer Sale,Mobile,2,16,1,137,1057,1,0.5000,0.0625,68.5000,528.5000,8.0000,0.5000
2023-06-02,Direct,Social Media,Winter Campaign,Mobile,4,23,7,665,1083,2,1.7500,0.3043,166.2500,270.7500,5.7500,0.5000
2023-06-02,Direct,Social Media,Winter Campaign,Tablet,1,7,0,0,158,0,0.0000,0.0000,0.0000,158.0000,7.0000,0.0000
2023-06-02,Direct,Social Media,,Desktop,1,3,1,89,551,0,1.0000,0.3333,89.0000,551.0000,3.0000,0.0000
2023-06-02,Direct,Social Media,,Mobile,3,12,2,196,1089,1,0.6667,0.1667,65.3333,363.0000,4.0000,0.3333
2023-06-02,Organic,Direct,Spring Promo,Desktop,5,24,4,324,1969,1,0.8000,0.1667,64.8000,393.8000,4.8000,0.2000
2023-06-02,Organic,Direct,Spring Promo,Mobile,1,4,1,51,201,1,1.0000,0.2500,51.0000,201.0000,4.0000,1.0000
2023-06-02,Organic,Direct,Spring Promo,Tablet,4,26,5,582,651,4,1.2500,0.1923,145.5000,162.7500,6.5000,1.0000
2023-06-02,Organic,Direct,Summer Sale,Desktop,3,9,5,536,842,1,1.6667,0.5556,178.6667,280.6667,3.0000,0.3333
2023-06-02,Organic,Direct,Winter Campaign,Desktop,1,9,3,378,362,1,3.0000,0.3333,378.0000,362.0000,9.0000,1.0000
2023-06-02,Organic,Direct,Winter Campaign,Mobile,1,1,2,114,426,0,2.0000,2.0000,114.0000,426.0000,1.0000,0.0000
