campaign_id,product_id,budget,clicks,conversions,revenue_generated,roi,customer_id,subscription_tier,subscription_length,flash_sale_id,discount_level,units_sold,bundle_id,bundle_price,customer_satisfaction_post_refund,common_keywords,roas,roi_recalc,cpc,cpa,conversion_rate,revenue_per_click,avg_order_value
CMP_COTQ6A,PROD_5TH0MN,11456.2200,4449,331,67630.5500,2.3700,CUST_FQ9NI5,Standard,33,FLASH_0JAK49,19,143,BNDL_HBLYHN,266.6100,2,Durable,5.9034,4.9034,2.5750,34.6109,0.0744,15.2013,204.3219
CMP_QJG0E7,PROD_OUBE8M,43196.5100,3528,323,63178.8200,4.4200,CUST_Z76S5K,Standard,8,FLASH_DT3S2P,35,142,BNDL_VTKX1I,417.9700,3,Stylish,1.4626,0.4626,12.2439,133.7353,0.0916,17.9078,195.6001
CMP_QDIN64,PROD_IMDJIH,41208.2700,2385,326,62705.4700,4.9300,CUST_L86JDL,Premium,23,FLASH_DAX2UB,41,158,BNDL_BDVQUD,193.4100,2,Innovative,1.5217,0.5217,17.2781,126.4057,0.1367,26.2916,192.3481
CMP_6EYKF8,PROD_QMDKTA,18180.1800,2659,642,10906.8700,3.9600,CUST_4T8DV2,Premium,32,FLASH_NN061T,34,40,BNDL_YYI2SP,361.6800,2,Innovative,0.5999,-0.4001,6.8372,28.3180,0.2414,4.1019,16.9889
CMP_3B83ZB,PROD_J71W0E,4189.1500,1087,790,82691.3400,3.4300,CUST_ZCNXN7,Standard,6,FLASH_EWJRGF,62,120,BNDL_GQ1LUF,298.4500,3,Stylish,19.7394,18.7394,3.8539,5.3027,0.7268,76.0730,104.6726
CMP_HMY8JT,PROD_HB4HQ9,35505.0900,868,309,22019.0700,1.9800,CUST_A015S4,Standard,23,FLASH_VS103U,31,185,BNDL_JW9VJE,209.6000,4,Affordable,0.6202,-0.3798,40.9045,114.9032,0.3560,25.3676,71.2591
CMP_2TQ2R2,PROD_DV9KP8,4790.9900,2872,940,81902.9400,3.8500,CUST_67QGEO,Premium,28,FLASH_5YP5BG,59,64,BNDL_YME8D2,233.9300,2,Stylish,17.0952,16.0952,1.6682,5.0968,0.3273,28.5177,87.1308
CMP_L4JQT7,PROD_IX0GZB,15891.2000,1582,706,38536.9500,4.1700,CUST_6XK9SH,Basic,24,FLASH_1NCFSM,16,102,BNDL_3DH9UA,199.0200,1,Stylish,2.4250,1.4250,10.0450,22.5088,0.4463,24.3596,54.5849
CMP_E6LF3E,PROD_O4D7ED,13009.1700,1332,580,50091.1700,3.5100,CUST_O2FW1J,Basic,27,FLASH_D6C2I2,20,80,BNDL_8DJT78,154.4000,1,Affordable,3.8505,2.8505,9.7666,22.4296,0.4354,37.6060,86.3641
CMP_56NUT9,PROD_HKCV8M,47193.2900,3585,791,56029.7300,1.5500,CUST_KI8W0Y,Premium,25,FLASH_3GF57H,59,106,BNDL_XTOKZ5,384.4400,1,Affordable,1.1872,0.1872,13.1641,59.6628,0.2206,15.6289,70.8340
CMP_MTSCPC,PROD_I50ZPO,36564.6800,4331,108,46426.9300,1.2300,CUST_MQHTJY,Premium,21,FLASH_UX849D,31,177,BNDL_4EPPS3,410.3000,3,Durable,1.2697,0.2697,8.4425,338.5619,0.0249,10.7197,429.8790
CMP_79B4D2,PROD_RNMDRM,37864.6800,1888,947,23255.8600,1.9400,CUST_J48W8R,Basic,14,FLASH_EPDH55,33,179,BNDL_EVPKVC,443.2400,4,Durable,0.6142,-0.3858,20.0554,39.9838,0.5016,12.3177,24.5574
CMP_R7NKS6,PROD_6J3P75,18632.1000,497,91,68453.1800,4.2500,CUST_PGXPFG,Basic,1,FLASH_787SYL,31,102,BNDL_D4KR0X,227.1100,3,Innovative,3.6739,2.6739,37.4891,204.7484,0.1831,137.7328,752.2327
CMP_K56KCP,PROD_UI3FQD,38985.3900,3848,411,99186.5300,4.8600,CUST_3IR8Q2,Standard,6,FLASH_SZXBKS,10,137,BNDL_8E9R1S,252.0100,2,Affordable,2.5442,1.5442,10.1313,94.8550,0.1068,25.7761,241.3298
CMP_AH9THQ,PROD_2Z434D,47081.6500,1816,129,54481.4800,1.1400,CUST_2JZ3V8,Basic,21,FLASH_VYH0TP,53,176,BNDL_S1DRLI,392.3600,4,Stylish,1.1572,0.1572,25.9260,364.9740,0.0710,30.0008,422.3371
CMP_OVHUTO,PROD_2SXWO6,8809.3700,4867,385,8356.4100,2.8000,CUST_1HHY8V,Premium,10,FLASH_K3JYFS,63,72,BNDL_J2L1Z8,445.1500,3,Stylish,0.9486,-0.0514,1.8100,22.8815,0.0791,1.7170,21.7050
CMP_BK60GL,PROD_VXSLGY,37643.5000,3700,521,93046.2700,2.7100,CUST_15E44Q,Premium,28,FLASH_CYT033,68,197,BNDL_2405HF,201.4400,1,Affordable,2.4718,1.4718,10.1739,72.2524,0.1408,25.1476,178.5917
CMP_BU8KJK,PROD_YAU41E,6806.2900,4039,352,45830.0300,4.2000,CUST_O1XI91,Basic,32,FLASH_JIELL8,21,41,BNDL_57NW0Q,119.9400,4,Durable,6.7335,5.7335,1.6851,19.3361,0.0872,11.3469,130.1989
CMP_U5QFJH,PROD_MIE14F,39917.2900,1808,42,94641.5500,3.6800,CUST_FZLWY6,Standard,28,FLASH_8DGR0E,54,51,BNDL_RMMMWR,443.0800,2,Durable,2.3709,1.3709,22.0781,950.4117,0.0232,52.3460,2253.3702
CMP_Y5QZFB,PROD_NYD8HM,29926.8600,1946,349,24857.9200,4.0300,CUST_86CT16,Standard,2,FLASH_TNGRO6,18,155,BNDL_6KVIQE,343.2300,3,Affordable,0.8306,-0.1694,15.3787,85.7503,0.1793,12.7739,71.2261
CMP_T5NVJR,PROD_JG6XUM,18360.7700,3224,138,10462.1300,1.1900,CUST_V1H6F5,Standard,17,FLASH_X6Y9KO,49,12,BNDL_DQUD3P,472.5500,2,Innovative,0.5698,-0.4302,5.6950,133.0491,0.0428,3.2451,75.8125
CMP_HB48DO,PROD_8RK1I8,35293.0400,431,709,51133.0000,2.1100,CUST_9VG4PY,Standard,6,FLASH_D1BVZR,65,110,BNDL_LW1GHA,75.3900,3,Innovative,1.4488,0.4488,81.8864,49.7786,1.6450,118.6381,72.1199
CMP_JGU6CL,PROD_EG6QA9,25309.0500,2240,251,28767.2900,1.9600,CUST_Z7UV7J,Premium,12,FLASH_8H13G4,48,75,BNDL_QRMG3Z,73.5100,2,Affordable,1.1366,0.1366,11.2987,100.8329,0.1121,12.8425,114.6107
CMP_N2RDBI,PROD_OCZ0NI,16560.1200,2203,62,88344.5600,4.1500,CUST_AHWFJ9,Basic,6,FLASH_ZCTDJP,53,113,BNDL_JXR0CU,290.9800,3,Stylish,5.3348,4.3348,7.5171,267.0987,0.0281,40.1019,1424.9123
CMP_3DZDCY,PROD_R5VE1H,38686.0600,3098,115,59161.5300,2.5300,CUST_4X7CB2,Standard,21,FLASH_2RHZRO,63,194,BNDL_XO23NL,134.1800,3,Innovative,1.5293,0.5293,12.4874,336.4005,0.0371,19.0967,514.4481
CMP_ZINYYP,PROD_YK2KUD,10936.7100,2719,29,5333.6200,2.9100,CUST_D7WHCT,Premium,19,FLASH_6BWLXK,36,21,BNDL_6MI23J,495.7300,4,Affordable,0.4877,-0.5123,4.0223,377.1279,0.0107,1.9616,183.9179
CMP_J3P16J,PROD_Y9Q4TT,27815.5000,2547,441,11138.3000,3.1500,CUST_75UNOZ,Basic,33,FLASH_WYC527,33,124,BNDL_28SVFL,51.0900,2,Affordable,0.4004,-0.5996,10.9209,63.0737,0.1731,4.3731,25.2569
CMP_73ZEYI,PROD_N6TJ3L,26529.0200,1081,839,49134.7000,3.1700,CUST_OP1NV7,Standard,2,FLASH_G7L5WT,47,113,BNDL_O4ACGO,347.8000,2,Affordable,1.8521,0.8521,24.5412,31.6198,0.7761,45.4530,58.5634
CMP_6LIAXU,PROD_FMQVT0,12292.1500,1362,327,22019.9200,0.8800,CUST_V2EZ3I,Basic,23,FLASH_P58NTF,45,49,BNDL_YWCKWK,401.3100,2,Durable,1.7914,0.7914,9.0251,37.5907,0.2401,16.1673,67.3392
CMP_I7T3C0,PROD_9O79YH,30877.0200,1077,310,24046.8100,4.9300,CUST_3FS404,Basic,8,FLASH_IPTB5R,69,18,BNDL_AMA3F9,248.1300,1,Innovative,0.7788,-0.2212,28.6695,99.6033,0.2878,22.3276,77.5704
CMP_PQE4BR,PROD_PAL55D,34299.5700,3940,951,23264.8100,2.1800,CUST_WWPLKL,Premium,2,FLASH_G2S4KF,38,102,BNDL_Z12655,452.8100,2,Innovative,0.6783,-0.3217,8.7055,36.0668,0.2414,5.9048,24.4635
CMP_76CVFB,PROD_XX48PJ,11504.5300,3042,229,67001.3500,3.7700,CUST_DK9G8T,Standard,30,FLASH_KOVJ0A,67,144,BNDL_KXMAPU,149.3600,2,Innovative,5.8239,4.8239,3.7819,50.2381,0.0753,22.0254,292.5823
CMP_DBZKAJ,PROD_ERZP34,8640.5300,4972,138,58350.6100,4.4600,CUST_FYB8SB,Standard,33,FLASH_06F2QB,21,26,BNDL_WGGDV0,498.3700,4,Innovative,6.7531,5.7531,1.7378,62.6125,0.0278,11.7358,422.8305
CMP_0JPJSU,PROD_RFVQ9K,42067.1600,3485,305,79350.8600,0.6200,CUST_GAVKMF,Basic,25,FLASH_1NZJOX,28,35,BNDL_HK93UM,143.1500,1,Affordable,1.8863,0.8863,12.0709,137.9251,0.0875,22.7693,260.1668
CMP_R15N65,PROD_123WFY,17588.7100,509,574,69641.8400,0.7200,CUST_LKUU0U,Standard,33,FLASH_G2WE45,67,147,BNDL_0YGXFY,327.1100,3,Innovative,3.9595,2.9595,34.5554,30.6424,1.1277,136.8209,121.3272
CMP_92XH6T,PROD_F36U1N,29985.1100,1630,645,88889.7300,1.5400,CUST_L7KZLJ,Premium,12,FLASH_CWZJ3Z,57,150,BNDL_0WEFGK,472.3900,2,Innovative,2.9645,1.9645,18.3958,46.4885,0.3957,54.5336,137.8135
CMP_A9A3FP,PROD_6AISV3,16440.0800,4263,47,26375.4700,3.6800,CUST_XXDBDT,Basic,13,FLASH_MZXOE6,17,158,BNDL_HW30DT,270.9300,2,Durable,1.6043,0.6043,3.8565,349.7889,0.0110,6.1871,561.1802
CMP_X1OPBR,PROD_77USNO,42205.1400,409,315,8688.2800,4.2300,CUST_MZ3LMG,Standard,15,FLASH_8ZNL0L,51,31,BNDL_DN70PS,261.8900,1,Stylish,0.2059,-0.7941,103.1911,133.9846,0.7702,21.2427,27.5818
CMP_TZFZJ1,PROD_4BIK1E,16819.6200,1838,222,72477.2500,4.6500,CUST_CK9J9U,Basic,35,FLASH_K77ATM,15,21,BNDL_HZ4GMV,439.9300,2,Stylish,4.3091,3.3091,9.1510,75.7641,0.1208,39.4327,326.4741
CMP_0RQFJN,PROD_7WU07C,9759.9800,4385,782,66455.8000,4.5800,CUST_8HMLXX,Premium,1,FLASH_9RHURB,44,86,BNDL_G58APA,441.0200,1,Innovative,6.8090,5.8090,2.2258,12.4808,0.1783,15.1553,84.9818
CMP_BIEYIV,PROD_V8E70B,47316.0500,4457,596,92430.7200,0.6500,CUST_1NE3DE,Basic,9,FLASH_N5FNP8,29,126,BNDL_84TUQJ,401.4900,2,Durable,1.9535,0.9535,10.6161,79.3893,0.1337,20.7383,155.0851
CMP_9JZ43H,PROD_YA9GLK,48434.3500,2835,362,84952.1200,2.6500,CUST_DOUGF6,Premium,10,FLASH_TJQ556,45,184,BNDL_QFDH71,342.0500,3,Innovative,1.7540,0.7540,17.0844,133.7965,0.1277,29.9655,234.6744
CMP_9AZ9KA,PROD_G317MR,25224.2700,534,982,27754.0100,3.0000,CUST_QAUXH1,Basic,27,FLASH_02MRX8,18,124,BNDL_WLPZKC,109.2400,2,Innovative,1.1003,0.1003,47.2365,25.6866,1.8390,51.9738,28.2627
CMP_VRGJWP,PROD_EN7BKR,39531.4800,4980,851,28155.0500,4.4400,CUST_DWNJKT,Basic,23,FLASH_EYZSAD,47,76,BNDL_Q68LYR,495.1400,4,Innovative,0.7122,-0.2878,7.9380,46.4530,0.1709,5.6536,33.0847
CMP_J4WWNI,PROD_74WGXD,1191.5100,2103,815,14952.1600,1.2200,CUST_Y22YWI,Premium,21,FLASH_WHLRNL,51,121,BNDL_JL6I10,244.6700,2,Durable,12.5489,11.5489,0.5666,1.4620,0.3875,7.1099,18.3462
CMP_ERHBWI,PROD_F9QC8H,47675.8900,773,545,88710.2200,2.5600,CUST_TV9ZQV,Premium,11,FLASH_OJX3XL,34,39,BNDL_VJ9Y89,138.1500,4,Stylish,1.8607,0.8607,61.6764,87.4787,0.7050,114.7610,162.7710
CMP_BXIM20,PROD_FACSLZ,18025.9400,3372,778,93803.9200,2.9500,CUST_PKN0G7,Standard,34,FLASH_GN9JV3,11,182,BNDL_8YS7EJ,379.7000,4,Innovative,5.2038,4.2038,5.3458,23.1696,0.2307,27.8185,120.5706
CMP_O0HUM1,PROD_J6GFKJ,47520.1100,4909,13,9800.3800,4.2800,CUST_RPOI04,Basic,33,FLASH_EZ7X2V,64,80,BNDL_8AWIHF,179.2200,4,Durable,0.2062,-0.7938,9.6802,3655.3931,0.0026,1.9964,753.8754
CMP_XFPT45,PROD_6UO8U4,5436.9100,2635,86,87725.6700,2.0200,CUST_Y5GO58,Premium,24,FLASH_26X2J4,68,111,BNDL_RNKYEF,242.4700,3,Affordable,16.1352,15.1352,2.0633,63.2199,0.0326,33.2925,1020.0659
CMP_VEZFH2,PROD_2QEXAO,11004.3400,1092,800,50999.4300,3.1600,CUST_ZUFG0Q,Basic,33,FLASH_JXOZ0R,47,199,BNDL_82J229,175.0700,4,Durable,4.6345,3.6345,10.0772,13.7554,0.7326,46.7028,63.7493
CMP_33O4NF,PROD_R33XWF,15084.6200,3374,228,41807.5600,0.8300,CUST_8Y4NTV,Basic,34,FLASH_0VUJBH,56,34,BNDL_XKK1HU,404.3400,1,Stylish,2.7715,1.7715,4.4708,66.1606,0.0676,12.3911,183.3665
CMP_7HMRQW,PROD_DX62IF,24173.0100,1270,649,25180.9500,0.8400,CUST_QTR48I,Standard,23,FLASH_UVEY3S,13,186,BNDL_9YQSGL,432.7000,1,Stylish,1.0417,0.0417,19.0339,37.2465,0.5110,19.8275,38.7996
CMP_34HQ5U,PROD_6IFPHM,899.8500,4636,235,63876.3500,4.9800,CUST_2FF5PB,Premium,17,FLASH_BJTTUG,56,46,BNDL_WN28GT,306.3000,1,Stylish,70.9856,69.9856,0.1941,3.8291,0.0507,13.7783,271.8143
CMP_K05ZGA,PROD_CKAV55,13560.2400,2662,659,7208.4700,0.8800,CUST_7TT8ST,Basic,26,FLASH_AX41S3,14,133,BNDL_9LF2RA,226.7300,1,Innovative,0.5316,-0.4684,5.0940,20.5770,0.2476,2.7079,10.9385
CMP_1SK145,PROD_ZUMB30,34502.6800,2734,78,16089.5300,2.6300,CUST_8BF8VZ,Standard,30,FLASH_ONTIED,39,75,BNDL_LX6BDW,172.9200,3,Stylish,0.4663,-0.5337,12.6199,442.3421,0.0285,5.8850,206.2760
CMP_UAICF2,PROD_VGJ9HY,39904.7000,3491,884,16433.1500,1.6700,CUST_IG0GPP,Basic,12,FLASH_PGWPKX,43,50,BNDL_3YPMZM,401.4800,4,Durable,0.4118,-0.5882,11.4307,45.1411,0.2532,4.7073,18.5895
CMP_VOKFBG,PROD_IO9U49,41432.1900,4557,557,64342.8100,2.0900,CUST_TAYZE3,Basic,3,FLASH_QOKUVX,11,81,BNDL_TJYXP4,164.7500,2,Innovative,1.5530,0.5530,9.0920,74.3845,0.1222,14.1196,115.5167
CMP_DWZU4I,PROD_CJ1UCJ,3103.3800,4054,263,98709.9000,1.7200,CUST_U90BYZ,Premium,10,FLASH_L6AWFG,67,104,BNDL_9QBFI7,187.7100,3,Affordable,31.8072,30.8072,0.7655,11.7999,0.0649,24.3488,375.3228
CMP_QH0SMN,PROD_EQN94W,25064.4400,4958,339,25221.1600,0.6300,CUST_N9O07R,Standard,20,FLASH_0DLK7E,20,89,BNDL_BMRPBW,357.6800,1,Innovative,1.0063,0.0063,5.0554,73.9364,0.0684,5.0870,74.3987
CMP_HG0FWB,PROD_C89LN8,42025.3000,4936,615,37248.8900,4.1800,CUST_STII9E,Premium,29,FLASH_6NVH0L,41,150,BNDL_8YN0RO,330.4800,2,Durable,0.8863,-0.1137,8.5140,68.3338,0.1246,7.5464,60.5673
CMP_XRCF12,PROD_IFT52G,33081.1300,2100,498,23273.8400,4.2800,CUST_JQE7HQ,Basic,10,FLASH_4YEOXB,23,31,BNDL_69HRLA,130.4500,4,Durable,0.7035,-0.2965,15.7529,66.4280,0.2371,11.0828,46.7346
CMP_V2AKAL,PROD_4B248I,4616.7300,943,918,78426.5200,0.8300,CUST_3A75QT,Basic,28,FLASH_LFBZLR,31,174,BNDL_O4QH20,498.8900,1,Affordable,16.9875,15.9875,4.8958,5.0291,0.9735,83.1670,85.4319
CMP_8W7HAW,PROD_DOYJQE,47731.6300,4567,159,8505.2100,2.5000,CUST_YHYQAH,Standard,15,FLASH_61IBXI,16,152,BNDL_R5WAFX,345.3100,4,Durable,0.1782,-0.8218,10.4514,300.1989,0.0348,1.8623,53.4919
CMP_O00VBQ,PROD_ESTQDI,25644.9600,4106,141,91170.2200,4.7300,CUST_7ANL3M,Standard,24,FLASH_XSJCHQ,25,119,BNDL_1IBBH3,385.6000,1,Affordable,3.5551,2.5551,6.2457,181.8791,0.0343,22.2041,646.5973
CMP_BSPEFE,PROD_8FI3UR,34512.3300,3615,115,10146.2200,2.5900,CUST_1Y2F2F,Premium,3,FLASH_VJECRZ,65,12,BNDL_9SZZKA,149.9200,2,Durable,0.2940,-0.7060,9.5470,300.1072,0.0318,2.8067,88.2280
CMP_Y8P901,PROD_18N765,26203.4600,180,117,15998.5400,4.9900,CUST_Z13GEI,Standard,29,FLASH_5IS8Z8,55,7,BNDL_TL33MY,491.8000,2,Stylish,0.6106,-0.3894,145.5748,223.9612,0.6500,88.8808,136.7397
CMP_XAH490,PROD_IVM6YZ,17450.3700,3129,292,88925.8200,3.1100,CUST_KM3REW,Premium,28,FLASH_Z3LUWF,29,112,BNDL_7JVK8R,307.5800,3,Stylish,5.0959,4.0959,5.5770,59.7615,0.0933,28.4199,304.5405
CMP_77KVY3,PROD_33COF6,41719.7800,4003,261,35090.3400,1.3600,CUST_84MT33,Premium,33,FLASH_6ECQ4Z,13,145,BNDL_HMMI49,321.4500,3,Stylish,0.8411,-0.1589,10.4221,159.8459,0.0652,8.7660,134.4457
CMP_8BNPEG,PROD_DK5IYH,13125.6500,1633,14,84334.8500,3.7900,CUST_RS2N8C,Basic,13,FLASH_5X5X38,32,91,BNDL_GQT8XA,137.9300,4,Innovative,6.4252,5.4252,8.0378,937.5464,0.0086,51.6441,6023.9179
CMP_R907KH,PROD_W9I9LC,32654.3600,4911,250,90929.3700,2.2600,CUST_QJL4E0,Standard,13,FLASH_9EZADB,36,13,BNDL_JSM4JS,453.3800,2,Innovative,2.7846,1.7846,6.6492,130.6174,0.0509,18.5154,363.7175
CMP_6ZOWIR,PROD_0HOG0C,33458.8000,1692,994,57680.3800,4.0900,CUST_K25TUU,Basic,7,FLASH_H604TM,20,144,BNDL_1D78G9,189.6600,1,Stylish,1.7239,0.7239,19.7747,33.6608,0.5875,34.0901,58.0286
CMP_YIVJTM,PROD_N9M17F,14625.7800,668,862,29351.5300,1.1000,CUST_911TPP,Standard,22,FLASH_4W6JA3,11,59,BNDL_ABJQ39,251.8100,2,Innovative,2.0068,1.0068,21.8949,16.9673,1.2904,43.9394,34.0505
CMP_D305W1,PROD_FPIRBG,14409.4100,2360,687,95547.2000,4.5300,CUST_OZINP5,Standard,27,FLASH_PMR31N,32,139,BNDL_OV6DY6,58.7300,4,Affordable,6.6309,5.6309,6.1057,20.9744,0.2911,40.4861,139.0789
CMP_1FWRGB,PROD_3BJIOR,35040.1700,570,182,31151.6100,4.9300,CUST_2T8CEL,Standard,4,FLASH_RAWZHY,34,122,BNDL_7OUT8N,159.1200,4,Stylish,0.8890,-0.1110,61.4740,192.5284,0.3193,54.6519,171.1627
CMP_OP2MI7,PROD_MLDT6R,44031.4100,803,995,87098.8400,3.3400,CUST_1M4FZD,Basic,3,FLASH_H1LH2M,11,92,BNDL_JDJF8W,226.8000,3,Durable,1.9781,0.9781,54.8336,44.2527,1.2391,108.4668,87.5365
CMP_0KPFQL,PROD_67AQDN,35825.1300,2907,858,51372.4900,3.6600,CUST_NJN6K7,Standard,28,FLASH_05VCYE,18,14,BNDL_708JQE,124.5800,3,Stylish,1.4340,0.4340,12.3237,41.7542,0.2951,17.6720,59.8747
CMP_IWGZ64,PROD_TONOET,5743.6600,1245,375,60351.8800,3.8100,CUST_0Y86QF,Standard,29,FLASH_C0WGU1,10,61,BNDL_0LTQ5F,490.3500,2,Durable,10.5076,9.5076,4.6134,15.3164,0.3012,48.4754,160.9383
CMP_DPSZGR,PROD_4SQGLM,36750.7600,4034,810,98711.2400,4.3400,CUST_SNS21E,Basic,14,FLASH_GDF2GO,46,57,BNDL_1WOAST,219.8300,2,Durable,2.6860,1.6860,9.1103,45.3713,0.2008,24.4698,121.8657
CMP_WPM2RM,PROD_JVX5WH,47951.9900,833,159,5676.6200,3.9300,CUST_DU4GHT,Premium,11,FLASH_Y0MI9W,29,21,BNDL_KKO1AT,140.5100,1,Stylish,0.1184,-0.8816,57.5654,301.5848,0.1909,6.8147,35.7020
CMP_NUGZ20,PROD_MNT2MC,19707.3300,3469,433,59347.5300,4.5300,CUST_F4ZGKA,Basic,22,FLASH_XIHPHM,49,48,BNDL_4E9JRG,294.0600,3,Innovative,3.0114,2.0114,5.6810,45.5135,0.1248,17.1080,137.0613
CMP_VXPJ0B,PROD_S91NXA,24666.2600,4097,372,66489.5100,3.3700,CUST_79PW52,Basic,9,FLASH_TXLEXI,68,137,BNDL_P0AIPZ,215.3300,3,Innovative,2.6956,1.6956,6.0206,66.3072,0.0908,16.2288,178.7352
CMP_80P7FB,PROD_L9KK0U,30766.7000,2449,228,95210.2100,0.6400,CUST_CQYPL9,Basic,3,FLASH_9KGS0M,45,112,BNDL_0HJFYJ,215.8500,1,Affordable,3.0946,2.0946,12.5630,134.9417,0.0931,38.8772,417.5886
CMP_UG69JC,PROD_P8T58W,32103.4000,2952,195,5528.6300,4.3000,CUST_CRQPV3,Standard,30,FLASH_R0V3WO,40,158,BNDL_10G4O1,462.7200,3,Durable,0.1722,-0.8278,10.8751,164.6328,0.0661,1.8728,28.3519
CMP_6WE8W6,PROD_W55R88,44792.0500,683,26,83164.8800,0.5300,CUST_F46UCR,Premium,2,FLASH_KX9MY9,53,98,BNDL_ZZ3RQ2,387.5000,4,Innovative,1.8567,0.8567,65.5813,1722.7712,0.0381,121.7641,3198.6492
CMP_52F4WR,PROD_JX5JG5,4073.6500,1671,628,88605.1100,2.7100,CUST_CSDSRO,Basic,5,FLASH_FNXAN6,49,126,BNDL_R1NDOI,254.9700,3,Affordable,21.7508,20.7508,2.4379,6.4867,0.3758,53.0252,141.0909
CMP_HEZCE3,PROD_8QBU4Y,49366.9700,3051,738,95295.4000,3.1600,CUST_7A1M6N,Standard,26,FLASH_CBDLRC,51,121,BNDL_7A69IB,131.6000,4,Innovative,1.9303,0.9303,16.1806,66.8929,0.2419,31.2342,129.1266
CMP_GNSET5,PROD_94ZRFO,45303.1700,2850,444,81839.4500,4.2600,CUST_64BC7S,Basic,14,FLASH_D1BTI1,24,46,BNDL_PC5B8A,378.2400,1,Innovative,1.8065,0.8065,15.8958,102.0342,0.1558,28.7156,184.3231
CMP_RVXBXG,PROD_10OCFW,23795.3700,3838,654,60718.2400,2.7400,CUST_QPIS45,Premium,11,FLASH_U0E6XE,25,143,BNDL_CP6VAY,60.5900,3,Innovative,2.5517,1.5517,6.1999,36.3844,0.1704,15.8203,92.8413
CMP_302P22,PROD_02K7IZ,12100.4900,2410,207,18666.1200,3.2400,CUST_8DHTAT,Premium,7,FLASH_UZAKC8,40,135,BNDL_GH2DH9,188.1200,4,Innovative,1.5426,0.5426,5.0210,58.4565,0.0859,7.7453,90.1745
CMP_3LKTC1,PROD_XYX1BS,47560.4700,3165,472,18015.6200,3.9700,CUST_K328QX,Premium,12,FLASH_856Z9D,61,166,BNDL_DDXX9O,77.0800,4,Innovative,0.3788,-0.6212,15.0270,100.7637,0.1491,5.6921,38.1687
CMP_CFHTS6,PROD_4593T7,30242.9800,1891,4,60011.2800,3.2900,CUST_9XCD1E,Standard,35,FLASH_09MH82,47,79,BNDL_WGMS1M,93.6700,1,Innovative,1.9843,0.9843,15.9931,7560.7450,0.0021,31.7352,15002.8200
